title,authors,source,year,doi,abstract
Recommendation system for it software project planning: a hybrid mining approach for the revised cbr algorithm,"HL Yang, CS Wang - 2008 International Conference on Service …, 2008 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/4598501/,"… This is because the entire IT project management process highly … Therefore, IT project management is regarded as a knowledge-… IT Project management is a difficult job, often with a low …"
Automatic Software Defect Assignment Method Based on Deep Learning Processing Algorithm,"H Zhou, M Gu - … on Artificial Intelligence of Things and …, 2022 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10102140/,"… of market demand, the software structure is more complex, the reports of software project defects are increasing, and the personnel and time costs of software project management are …"
Сучасне управління проектами розробки програмного забезпечення на основі технологій штучного інтелекту,МО Акімов - 2023 - openarchive.nure.ua,Google Scholar via SerpApi,2025,https://openarchive.nure.ua/items/07f52774-f465-4bfb-a3d3-a6d9bf74a598,… Artificial intelligence will make it possible to automate work in … technology in modern software project management from three … awareness of project managers about artificial intelligence. …
The Importance of AI Data Governance in Large Language Models,"S Pahune, Z Akhtar, V Mandapati… - Big Data and Cognitive …, 2025 - mdpi.com",Google Scholar via SerpApi,2025,https://www.mdpi.com/2504-2289/9/6/147,"AI data governance is a crucial framework for ensuring that data are utilized in the lifecycle of large language model (LLM) activity, from the development process to the end-to-end …"
The impact of artificial intelligence on the transformation of enterprise business processes,"K Andriushchenko, S Marchuk - МЕНЕДЖМЕНТ І БІЗНЕС, 2024 - emsesd.com.ua",Google Scholar via SerpApi,2025,"https://emsesd.com.ua/web/uploads/pdf/Management%20and%20Business,%20Vol.%202,%20No.%202,%202024-18-31.pdf","… The automation of software project management through artificial intelligence opened new … This approach facilitated the transformation of software engineering management (SEM), …"
Software project control: an experimental investigation of judgment with fallible information,"TK Abdel-Hamid, K Sengupta… - IEEE Transactions on …, 1993 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/232025/,"… to cope with the problems of poor estimation and poor visibility that hamper software project planning and control, and present the implications for software project management. The …"
Software Engineering and Development,"L Lyubchyk, V Soloshchuk - … and Instruments of Artificial Intelligence, 2010 - foibg.com",Google Scholar via SerpApi,2025,http://foibg.com/ibs_isc/ibs-20/ibs-20.pdf#page=67,"… The proposed model can be used as a basis for modeling the dynamics of a software project development to get estimations of the following project parameters: effort, duration, cost, …"
Introducing Artificial Intelligence to Secondary Schools Through STEM Learning and the Logic Programming Language Prolog,"V Tabakova-Komsalova, I Stoyanov, G Cholakov… - TEM Journal, 2024 - ceeol.com",Google Scholar via SerpApi,2025,https://www.ceeol.com/search/article-detail?id=1286674,… It also imparts practical skills related to software project development using methods and techniques of artificial intelligence. The curriculum includes theoretical foundations for iterative …
Software engineering expert system for global development,"DB Simmons, NK Ma - … on Tools with Artificial Intelligence …, 2006 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/4031877/,… applications have great potential for creating ad hoc software project management tools. A current technology is to provide asynchrony to script languages to decrease browser …
A Synergetic Approach to Project Training in IT,"T Trofymenko, M Lobachev, V Kuvaieva… - … MANAGEMENT - er.chdtu.edu.ua",Google Scholar via SerpApi,2025,https://er.chdtu.edu.ua/bitstream/ChSTU/4601/1/Project%2C%20Program%2C%20Portfolio%20Management%20P3M%2C%20Odessa%2C%202020%2C%206-11.pdf#page=31,"The article describes the original methodology of project training in IT, which is implemented at the Department of Artificial Intelligence and Data Analysis of Odeska Politeknika. The …"
A Synergetic Approach to Project Training in IT,"T Trofymenko, M Lobachev, V Kuvaieva… - … MANAGEMENT - er.chdtu.edu.ua",Google Scholar via SerpApi,2025,https://er.chdtu.edu.ua/bitstream/ChSTU/4601/1/Project%2C%20Program%2C%20Portfolio%20Management%20P3M%2C%20Odessa%2C%202020%2C%206-11.pdf#page=31,"The article describes the original methodology of project training in IT, which is implemented at the Department of Artificial Intelligence and Data Analysis of Odeska Politeknika. The …"
GENERATIVE AI IN ENGINEERING EDUCATION FOR LEARNING AND SUPPORT,"D Gudoniene, E Staneviciene… - EDULEARN25 …, 2025 - library.iated.org",Google Scholar via SerpApi,2025,https://library.iated.org/view/GUDONIENE2025GEN,"… This study examines the integration of generative artificial intelligence, specifically chatbot … A case study of the integration of a chatbot into a course ‘IT Project Management’ provides …"
Cost Estimation of Software by ANFIS based Artificial Intelligence Approach,"SV Singh, LU BBDITM, HK Shukla, RB Singh - 2021 - ijrdase.com",Google Scholar via SerpApi,2025,http://ijrdase.com/ijrdase/wp-content/uploads/2021/02/Cost-Estimation-of-Software-by-ANFIS-based-Artificial-Intelligence-Approach-HimanshuSurya-Rudrendra.pdf,… Models developed on Artificial Intelligence techniques should be used for more accurate … estimation of cost is very important for software project development. An enhanced model of …
Software project risk management modeling with neural network and support vector machine approaches,"Y Hu, J Huang, J Chen, M Liu… - … Conference on Natural …, 2007 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/4344537/,"… is of primary importance in software project development, especially in large-scale software projects. In [3], Charatte considered the large-scale software project management as risk …"
Re-imagining Digital Transformation in the United States: Harnessing Artificial Intelligence and Business Analytics to Drive IT Project Excellence in the Digital …,"O Faruq, MI Islam, MS Islam, MTR Tarafder… - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Md-Saiful-Islam-92/publication/395456688_Re-imagining_Digital_Transformation_in_the_United_States_Harnessing_Artificial_Intelligence_and_Business_Analytics_to_Drive_IT_Project_Excellence_in_the_Digital_Innovation_Landscape/links/68c50f9f508ac7086f59aa35/Re-imagining-Digital-Transformation-in-the-United-States-Harnessing-Artificial-Intelligence-and-Business-Analytics-to-Drive-IT-Project-Excellence-in-the-Digital-Innovation-Landscape.pdf,… The primary assertion is that integrating AI-driven decision intelligence and data analytics into IT project management frameworks enables enterprises to effectively manage …
Share this article,A Lahi - mirorim.com,Google Scholar via SerpApi,2025,https://mirorim.com/blog/project-management-trends/,… What are the emerging trends in IT project management for … skills becoming more important in IT project management? … and social responsibility influencing IT project management? …
Transient information adaptation of artificial intelligence: Towards sustainable data processes in complex projects,"N Dacre, F Kockum, PK Senyo - arXiv preprint arXiv:2104.04067, 2021 - arxiv.org",Google Scholar via SerpApi,2025,https://arxiv.org/abs/2104.04067,… Renewed interest in the concept of Artificial Intelligence (AI) against a backdrop of … artificial intelligence and project managers cognitive load with project data in complex contexts. …
International Research Journal of Modernization in Engineering Technology and Science,S Banerjee - researchgate.net,Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Somnath-Banerjee-13/publication/390099132_A_STUDY_ON_HARNESSING_AI_FOR_AUTOMATED_SOFTWARE_ENGINEERING/links/67df7db8e2c0ea36cd97fdf9/A-STUDY-ON-HARNESSING-AI-FOR-AUTOMATED-SOFTWARE-ENGINEERING.pdf,… has been greatly influenced by the integration of artificial intelligence (AI). AI technologies are … The application of predictive analytics in software project management is reshaping how …
